,Employee ID,Age,Gender,Department,Job Satisfaction,Stress Level,Annual Salary,Overtime Hours/Month,Manager Rating,Promotion in Last 5 Years,Date Hired,Parent Education Level,Favorite Activity,Job Description
775,E00775,52,Male,Operations,7,1,111K(est.),1,3,Yes,2017/01,High School,Gaming,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
776,E00776,26,male,Marketing,3,5,114K(est.),26,1,Yes,2022/02,PhD,Reading,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
777,E00777,48,F,HR,9,1,89K(est.),43,1,Yes,2013/01,College,Reading,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
778,E00778,39,female,Operations,1,3,77K(est.),16,2,No,1995/09,High School,Gaming,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
779,E00779,44,Male,HR,7,7,115K(est.),3,3,No,2001/02,Graduate,Cooking,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
780,E00780,64,Male,Operations,9,9,45K(est.),25,2,Yes,1998/02,College,Playing Sports,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
781,E00781,62,male,IT,5,10,69K(est.),46,2,No,2022/12,College,Reading,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
782,E00782,27,Male,Marketing,5,2,44K(est.),46,1,No,2012/03,High School,Hiking,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
783,E00783,64,M,Operations,4,1,80K(est.),43,2,No,2005/11,PhD,Gaming,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
784,E00784,30,female,Sales,1,5,73K(est.),2,1,Yes,2014/02,High School,Cooking,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
785,E00785,55,F,HR,1,3,50K(est.),24,5,Yes,1998/03,High School,Reading,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
786,E00786,55,F,Finance,2,3,46K(est.),34,2,No,2002/09,Graduate,Reading,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
787,E00787,64,F,HR,8,1,81K(est.),0,3,No,1999/09,Graduate,Hiking,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
788,E00788,55,Female,IT,4,6,118K(est.),35,4,Yes,2006/06,Graduate,Cooking,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
789,E00789,57,male,IT,5,2,59K(est.),50,2,No,1999/05,High School,Hiking,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
790,E00790,55,F,HR,2,6,57K(est.),12,4,Yes,2017/06,PhD,Gaming,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
791,E00791,44,male,Operations,8,10,85K(est.),28,2,Yes,2013/02,Graduate,Gaming,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
792,E00792,61,M,Finance,4,6,111K(est.),18,3,Yes,2016/08,High School,Reading,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
793,E00793,31,Female,Marketing,7,8,101K(est.),12,1,No,2014/08,High School,Gaming,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
794,E00794,54,Female,HR,1,,50K(est.),17,4,Yes,2019/12,Graduate,Traveling,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
795,E00795,52,Female,Sales,2,,98K(est.),11,1,Yes,1999/11,Graduate,Hiking,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
796,E00796,55,female,Sales,7,5,66K(est.),26,3,Yes,2022/07,PhD,Gaming,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
797,E00797,34,Female,HR,2,4,73K(est.),17,1,No,2008/09,High School,Gaming,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
798,E00798,51,Female,Sales,7,1,92K(est.),47,2,No,2016/12,High School,Cooking,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
799,E00799,30,male,Operations,1,10,91K(est.),49,5,No,2012/02,High School,Traveling,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
800,E00800,27,female,Finance,4,2,99K(est.),40,3,No,2011/02,Graduate,Hiking,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
801,E00801,62,male,Sales,1,9,51K(est.),30,1,Yes,1998/02,College,Reading,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
802,E00802,29,Male,Sales,1,8,40K(est.),34,1,No,1994/11,Graduate,Playing Sports,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
803,E00803,46,male,Sales,7,9,109K(est.),16,5,No,2020/10,PhD,Hiking,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
804,E00804,64,Male,HR,3,4,94K(est.),3,2,No,2001/12,Graduate,Gaming,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
805,E00805,26,F,IT,10,,79K(est.),15,3,No,2017/08,PhD,Reading,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
806,E00806,39,M,Marketing,4,10,61K(est.),14,3,No,2015/11,PhD,Traveling,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
807,E00807,56,male,Sales,10,5,45K(est.),3,1,Yes,2018/11,High School,Playing Sports,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
808,E00808,37,F,HR,1,3,66K(est.),14,4,No,2020/10,Graduate,Gaming,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
809,E00809,60,female,HR,6,9,90K(est.),49,1,Yes,2005/09,PhD,Hiking,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
810,E00810,30,male,Marketing,6,8,95K(est.),15,4,No,1990/03,High School,Cooking,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
811,E00811,55,M,Finance,3,1,84K(est.),16,1,No,2016/04,High School,Reading,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
812,E00812,31,Female,Sales,5,1,81K(est.),23,4,-1,2001/04,High School,Reading,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
813,E00813,29,Male,Marketing,7,1,42K(est.),20,1,No,2008/06,Graduate,Traveling,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
814,E00814,62,Female,Finance,4,3,109K(est.),9,2,Yes,1995/10,PhD,Reading,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
815,E00815,57,female,HR,9,10,90K(est.),38,4,No,2010/07,PhD,Hiking,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
816,E00816,27,male,Finance,8,7,55K(est.),15,4,No,2014/08,fpwKxFHk,Cooking,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
817,E00817,22,Male,Sales,4,7,69K(est.),35,4,No,1994/10,High School,Playing Sports,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
818,E00818,33,male,Sales,1,7,78K(est.),39,5,No,1995/07,Graduate,Playing Sports,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
819,E00819,50,male,IT,10,1,65K(est.),4,2,Yes,2020/02,College,Gaming,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
820,E00820,60,Male,HR,4,2,56K(est.),37,5,Yes,2001/08,Graduate,Reading,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
821,E00821,41,Male,Sales,6,8,87K(est.),30,3,Yes,2003/09,PhD,Traveling,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
822,E00822,52,male,HR,3,4,85K(est.),40,2,Yes,2009/01,High School,Reading,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
823,E00823,48,F,Operations,10,6,95K(est.),10,2,Yes,2016/09,College,Playing Sports,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
824,E00824,59,Male,Marketing,8,9,60K(est.),30,2,Yes,2006/01,High School,Reading,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
825,E00825,61,F,IT,6,4,76K(est.),1,2,Yes,2012/05,College,Gaming,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
826,E00826,50,M,Marketing,5,2,104K(est.),17,4,No,2009/10,Graduate,Traveling,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
827,E00827,50,F,HR,8,10,81K(est.),5,3,No,2014/11,PhD,Reading,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
828,E00828,56,female,Sales,6,1,89K(est.),45,3,Yes,1997/02,College,Traveling,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
829,E00829,47,Male,HR,5,4,60K(est.),38,1,Yes,1991/10,Graduate,Playing Sports,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
830,E00830,30,male,Marketing,5,10,100K(est.),13,1,Yes,2012/10,PhD,Hiking,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
831,E00831,46,Male,Sales,9,8,75K(est.),24,2,Yes,2017/07,PhD,Gaming,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
832,E00832,32,Male,HR,9,,93K(est.),0,1,No,1994/02,PhD,Cooking,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
833,E00833,35,female,Marketing,5,3,73K(est.),11,4,No,2002/10,Graduate,Traveling,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
834,E00834,64,M,HR,1,3,109K(est.),30,1,No,1996/07,PhD,Hiking,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
835,E00835,30,Male,IT,6,3,53K(est.),41,2,No,2007/10,College,Playing Sports,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
836,E00836,33,M,Finance,8,10,93K(est.),4,5,No,1993/08,Graduate,Cooking,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
837,E00837,46,female,Marketing,2,6,75K(est.),49,5,No,1999/11,High School,Playing Sports,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
838,E00838,26,Male,HR,9,6,57K(est.),6,3,Yes,2018/09,PhD,Hiking,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
839,E00839,31,male,IT,2,10,54K(est.),4,3,Yes,2014/08,College,Gaming,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
840,E00840,36,male,Marketing,1,5,76K(est.),26,2,No,2020/03,PhD,Playing Sports,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
841,E00841,38,Female,HR,6,1,41K(est.),49,1,No,2023/10,PhD,Gaming,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
842,E00842,31,Female,Marketing,3,6,88K(est.),25,3,Yes,1995/01,High School,Reading,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
843,E00843,29,male,Finance,8,4,64K(est.),32,5,Yes,1997/02,College,Cooking,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
844,E00844,28,F,Sales,5,10,99K(est.),11,1,Yes,2019/08,Graduate,Traveling,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
845,E00845,27,M,Sales,3,4,62K(est.),42,2,Yes,1995/09,Graduate,Gaming,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
846,E00846,53,Male,Sales,3,9,108K(est.),35,3,No,1990/12,High School,Reading,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
847,E00847,52,M,HR,10,6,89K(est.),20,5,Yes,2010/11,Graduate,Traveling,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
848,E00848,25,male,IT,6,6,70K(est.),37,4,Yes,1996/05,Graduate,Gaming,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
849,E00849,22,male,HR,9,4,71K(est.),40,2,No,2002/09,Graduate,Cooking,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
850,E00850,65,female,Marketing,8,8,82K(est.),46,2,No,2020/05,PhD,Cooking,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
851,E00851,47,Male,HR,2,3,112K(est.),2,5,No,1999/02,High School,Traveling,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
852,E00852,55,F,HR,8,4,104K(est.),39,5,No,1993/07,PhD,Gaming,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
853,E00853,54,Female,Operations,5,6,65K(est.),41,2,No,2004/08,College,Reading,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
854,E00854,22,F,Marketing,10,5,106K(est.),8,3,No,2011/10,High School,Gaming,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
855,E00855,35,F,Finance,1,4,47K(est.),28,4,No,2015/05,Graduate,Traveling,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
856,E00856,46,Female,HR,7,,67K(est.),8,3,Yes,2021/07,Graduate,Traveling,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
857,E00857,37,Female,Finance,7,6,53K(est.),32,4,No,2001/04,High School,Traveling,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
858,E00858,58,Male,IT,5,10,41K(est.),31,4,No,1997/05,PhD,Cooking,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
859,E00859,33,female,Sales,9,4,90K(est.),44,2,No,2011/03,PhD,Cooking,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
860,E00860,59,Male,IT,3,7,48K(est.),10,2,No,2019/09,High School,Playing Sports,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
861,E00861,23,M,Marketing,3,3,89K(est.),38,2,No,1992/09,PhD,Gaming,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
862,E00862,48,female,Finance,1,4,72K(est.),46,2,No,2014/10,High School,Playing Sports,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
863,E00863,63,Female,Marketing,9,10,115K(est.),15,5,No,1991/02,High School,Reading,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
864,E00864,40,Male,Sales,2,8,74K(est.),46,5,Yes,2000/01,Graduate,Traveling,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
865,E00865,44,Female,Operations,2,1,74K(est.),23,1,Yes,2013/11,High School,Gaming,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
866,E00866,40,Female,HR,6,9,100K(est.),35,4,No,1991/05,High School,Cooking,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
867,E00867,64,female,IT,7,,86K(est.),46,3,No,1995/05,High School,Reading,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
868,E00868,26,female,HR,8,6,44K(est.),20,1,Yes,2001/03,Graduate,Cooking,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
869,E00869,53,M,Operations,7,10,106K(est.),22,3,No,2004/01,High School,Playing Sports,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
870,E00870,62,Male,Sales,2,4,100K(est.),2,5,No,2014/05,High School,Reading,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
871,E00871,46,F,Operations,5,7,98K(est.),29,3,Yes,1990/11,College,Traveling,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
872,E00872,52,male,Operations,3,4,114K(est.),1,1,Yes,2023/02,CPq,Hiking,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
873,E00873,34,male,IT,2,5,68K(est.),25,1,No,2009/03,College,Reading,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
874,E00874,25,F,HR,7,1,104K(est.),8,3,No,2012/03,College,Cooking,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
875,E00875,35,M,IT,8,10,111K(est.),33,4,No,2009/11,PhD,Reading,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
876,E00876,53,Male,IT,10,9,59K(est.),13,1,No,2023/09,High School,Traveling,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
877,E00877,62,F,Marketing,1,4,113K(est.),13,1,Yes,2022/05,College,Gaming,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
878,E00878,36,Male,IT,1,5,51K(est.),9,2,Yes,1996/05,High School,Reading,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
879,E00879,64,F,IT,4,8,102K(est.),28,4,No,2005/03,High School,Reading,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
880,E00880,22,female,Marketing,8,1,73K(est.),19,4,Yes,2011/12,PhD,Gaming,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
881,E00881,62,male,Operations,9,8,70K(est.),11,4,No,2015/07,Graduate,Reading,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
882,E00882,60,Male,Operations,4,5,48K(est.),4,2,Yes,2018/03,High School,Traveling,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
883,E00883,22,male,Operations,7,6,114K(est.),39,1,Yes,1999/09,Graduate,Hiking,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
884,E00884,44,male,Marketing,10,1,107K(est.),29,2,No,1992/05,PhD,Cooking,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
885,E00885,56,F,IT,5,9,52K(est.),1,4,Yes,2022/04,College,Cooking,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
886,E00886,58,Male,Finance,1,9,84K(est.),45,5,No,2002/08,Graduate,Reading,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
887,E00887,25,Female,HR,4,3,106K(est.),32,5,Yes,2019/08,PhD,Hiking,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
888,E00888,28,Male,HR,8,,113K(est.),40,1,Yes,1997/04,College,Cooking,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
889,E00889,31,M,Marketing,10,4,48K(est.),39,3,Yes,2021/03,College,Hiking,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
890,E00890,52,male,Marketing,3,9,89K(est.),1,4,No,1998/12,College,Playing Sports,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
891,E00891,51,male,HR,6,10,42K(est.),42,2,No,1991/06,High School,Cooking,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
892,E00892,43,male,Operations,5,3,45K(est.),2,3,Yes,2009/11,High School,Traveling,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
893,E00893,51,Male,HR,2,8,102K(est.),2,4,Yes,2003/12,Graduate,Hiking,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
894,E00894,55,female,Sales,3,3,100K(est.),43,2,No,2016/10,College,Playing Sports,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
895,E00895,63,M,Operations,1,7,81K(est.),25,4,No,2014/10,Graduate,Playing Sports,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
896,E00896,35,M,IT,2,2,78K(est.),41,4,No,2000/05,College,Traveling,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
897,E00897,36,Male,Marketing,5,8,107K(est.),2,4,Yes,1992/08,College,Hiking,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
898,E00898,49,male,Marketing,6,6,58K(est.),19,3,No,1991/08,Graduate,Playing Sports,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
899,E00899,35,M,IT,2,2,100K(est.),46,5,No,2005/01,High School,Gaming,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
900,E00900,27,male,Sales,4,9,49K(est.),24,1,Yes,2007/10,High School,Playing Sports,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
901,E00901,37,M,Sales,7,8,66K(est.),37,1,No,2001/10,PhD,Cooking,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
902,E00902,64,Female,HR,7,1,90K(est.),20,2,No,2002/05,High School,Gaming,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
903,E00903,49,M,HR,5,10,73K(est.),12,1,No,2014/04,PhD,Traveling,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
904,E00904,39,female,Operations,7,9,84K(est.),38,2,No,2005/07,High School,Playing Sports,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
905,E00905,54,female,HR,7,9,117K(est.),48,3,No,2022/01,PhD,Cooking,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
906,E00906,29,Female,HR,5,10,118K(est.),26,1,Yes,2015/05,College,Reading,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
907,E00907,51,M,Finance,9,4,74K(est.),41,4,Yes,2023/06,High School,Hiking,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
908,E00908,48,female,Operations,8,10,115K(est.),33,4,Yes,1990/09,nQS,Reading,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
909,E00909,29,Male,HR,3,6,106K(est.),16,3,Yes,2009/11,High School,Reading,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
910,E00910,38,Male,HR,10,6,90K(est.),47,4,Yes,2018/10,jGj,Playing Sports,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
911,E00911,23,Female,HR,7,4,90K(est.),25,3,No,2021/04,EXyGUPI,Hiking,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
912,E00912,33,F,Sales,2,8,88K(est.),50,1,No,2021/07,College,Playing Sports,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
913,E00913,57,male,HR,7,3,100K(est.),22,4,Yes,2020/03,PhD,Gaming,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
914,E00914,51,Male,HR,7,1,61K(est.),16,1,Yes,2011/07,cfoDwCVvJFb,Traveling,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
915,E00915,50,F,Operations,10,5,81K(est.),17,5,No,1993/03,Graduate,Reading,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
916,E00916,48,F,HR,10,1,70K(est.),12,3,No,2007/08,High School,Hiking,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
